file_id,child_age,target_word,guesser_type,speaker,original_text,auto_translation,manual_translation,missing_transcript,useful_context,is_dubious,is_relevant,validity_check,is_valid,initiate_repair,error_type,gemma:7b,mistral,llama3,phi3:medium,gpt4o,gpt4o:def,mistral-masked,mistral-fewshot
ID_3,7,Socks,child,parent,Ça va par paire,It goes in pairs,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Hein ?,Eh ?,,,,,1.0,1.0,1.0,0.0,"1,8",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
ID_3,7,Socks,child,parent,Ca va par paire,It goes in pairs,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Ca veut dire quoi ?,What does it mean ?,,,,,1.0,1.0,1.0,0.0,"1,5",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ID_3,7,Socks,child,parent,Ça va par deux,It comes in twos,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Hmm ?,Hmm ?,,,,,1.0,1.0,1.0,0.0,"1,8",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_3,7,Socks,child,parent,J'en mets une à gauche et une à droite.,I put one on the left and one on the right.,,,,1.0,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,[L'enfant compte sur ses doigts],[The child counts on his fingers],,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,parent,"Qu-est-ce que tu fais ? Ah, tu comptes..","What are you doing ? Ah, you count...",,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Un soldat ?,A soldier ?,,,,,1.0,1.0,0.0,0.0,"1,4,7",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ID_3,7,Socks,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Hein ? Alors c'est quoi ?,Eh ? So what is it ?,,,,,1.0,1.0,0.0,0.0,"1,8,9",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ID_3,7,Socks,child,parent,Je le mets sur une partie de mon corps.,I put it on part of my body.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Un pantalon ?,Trousers ?,,,,,1.0,1.0,0.0,1.0,"1,4",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ID_3,7,Socks,child,parent,J'en ai un à gauche et un à droite.,I have one on the left and one on the right.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,parent,"J'ai pas deux pantalons sur moi, cheri.","I don't have two pairs of pants on me, honey.",,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Des mains ?,Hands ?,,,,,1.0,1.0,0.0,1.0,"1,4",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ID_3,7,Socks,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,parent,C'est un habit.,It's a piece of clothing.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,parent,"Oui, c'est un habit.","Yes, it's a suit.",,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Des manches ?,Sleeves ?,,,,,1.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ID_3,7,Socks,child,parent,Non.,No.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Je sais pas.,I don't know.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,parent,Je le mets sur mes pieds.,I put it on my feet.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Des chaussures ?,Shoes ?,,,,,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ID_3,7,Socks,child,parent,Avant de mettre les chaussures.,Before putting on the shoes.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Socks,child,child,Des chaussettes.,Socks.,,,,,1.0,1.0,1.0,0.0,"1,6",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ID_3,7,Socks,child,parent,Oui.,Yes.,,,,,1.0,,,,,,,,,,,,
ID_3,7,,,parent,Aha !,Aha!,,,,,,,,,,,,,,,,,
ID_3,7,,,child,Je ne sais pas.,I don't know.,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,Tu sais pas..,You do not know..,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,Je ne sais pas,I don't know,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,Trouve un mot chéri.,Find a sweet word.,,,,,,,,,,,,,,,,,
ID_3,7,A drum,parent,child,C'est un instrument de musique avec des baguettes où on tape dedans comme ça.,It's a musical instrument with sticks that you tap like that.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,A drum,parent,parent,Une batterie ?,A battery ?,,,,1.0,1.0,,,,,,,,,,,,
ID_3,7,A drum,parent,child,"Oui... Non, enfin, non.","Yes... No, well, no.",,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,A drum,parent,parent,"Non, c'est pas une batterie ?","No, it's not a battery?",,,,,1.0,,,,,,,,,,,,
ID_3,7,A drum,parent,parent,Un xylophone ?,A xylophone?,,,,,1.0,,,,,,,,,,,,
ID_3,7,A drum,parent,child,Non.,No.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,A drum,parent,parent,Un tambour ?,A drum ?,,,,,1.0,,,,,,,,,,,,
ID_3,7,A drum,parent,child,Oui.,Yes.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,A crane,child,parent,C'est... C'est un outil de chantier.,It's... It's a construction tool.,,,,,1.0,,,,,,,,,,,,
ID_3,7,A crane,child,child,"Ça, j'aime pas.",I don't like that.,,,,,,,,,,,,,,,,,
ID_3,7,A crane,child,parent,C'est une machine pour faire... Pour faire les travaux.,It's a machine to do... To do the work.,,,,,1.0,,,,,,,,,,,,
ID_3,7,A crane,child,parent,"C'est très, très haut.","It's very, very high.",,,,,1.0,,,,,,,,,,,,
ID_3,7,A crane,child,child,Une grue.,A crane.,,,,,1.0,1.0,1.0,0.0,"1,6",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ID_3,7,A crane,child,parent,Ouais.,Yeah.,,,,,1.0,,,,,,,,,,,,
ID_3,7,,,child,"En plus, elle est là-bas.","Besides, she's there.",,,,,,,,,,,,,,,,,
ID_3,7,,,parent,"Oui, bah oui.","Yes, well yes.",,,,,,,,,,,,,,,,,
ID_3,7,,,parent,A toi,Yours,,,,,,,,,,,,,,,,,
ID_3,7,,,child,C'est un... Comment dire ?,It's a... How to say?,,,,,,,,,,,,,,,,,
ID_3,7,,,child,Euh...,Uh...,,,,,,,,,,,,,,,,,
ID_3,7,,,child,Je vais dire la réponse.,I will say the answer.,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,Ah bah non,Oh well no,,,,,,,,,,,,,,,,,
ID_3,7,Metro,parent,child,"C'est un truc qui roule sur la route et qui permet de transporter plus de passagers, et qui est sous la terre.","It's something that runs on the road and can carry more passengers, and is underground.",,,,,1.0,1.0,0.0,,,,,,,,,,
ID_3,7,Metro,parent,parent,"Attends, c'est sur la route ou c'est sur la terre ?","Wait, is it on the road or is it on the ground?",,,,,1.0,,,,,,,,,,,,
ID_3,7,Metro,parent,child,Sous la terre.,Underground.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Metro,parent,parent,C'est sous la terre ?,Is it underground?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Metro,parent,parent,Et c'est un moyen de transport qui est sous la terre ?,And it is a means of transport that is underground?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Metro,parent,parent,C'est ça ?,That's it ?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Metro,parent,child,[L'enfant hoche la tête],[The child nods],,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Metro,parent,parent,C'est un métro ?,Is it a metro?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Metro,parent,child,[L'enfant hoche la tête],[The child nods],,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,,,parent,Ouais.,Yeah.,,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,parent,D'accord.,All right.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,parent,C'est fabriqué avec de la farine et avec de l'eau.,It is made with flour and water.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,child,Hmm,Hmm,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,parent,Et... Je vais le chercher à la boulangerie.,And... I'll pick it up at the bakery.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,child,Hum... Du sucre.,Um... Sugar.,,,,,1.0,1.0,0.0,1.0,"1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID_3,7,Bread,child,parent,Du sucre ?,Sugar ?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,parent,La farine et de l'eau ?,Flour and water?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,parent,A fond !,Fully!,,,,1.0,,,,,,,,,,,,,
ID_3,7,Bread,child,child,"Moi, je ne sais pas, hein.","I don't know, eh.",,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,parent,Qu'est-ce que tu vas chercher à la boulangerie ?,What are you going to get at the bakery?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,parent,Du sucre ?,Sugar ?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,child,Hum... Du pain ?,Hmm... Bread?,,,,,1.0,1.0,1.0,0.0,"1,6",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ID_3,7,Bread,child,parent,Ben oui.,Yes.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Bread,child,child,"Moi, je ne sais pas, que c'est avec de l'eau...",I don't know that it's with water...,,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,parent,"Attention, arrête de bouger...","Be careful, stop moving...",,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,parent,"...Arrête de bouger, tu vas tout faire tomber.","...Stop moving, you'll drop everything.",,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,child,"...Moi, Je ne sais pas ce que c'est avec de l'eau.","...Me, I don't know what it is with water.",,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,parent,"Avec de l'eau et de la farine, eh oui,  et de la levure aussi.","With water and flour, yes, and yeast too.",,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,parent,Mais c'était du pain.,But it was bread.,,,,,,,,,,,,,,,,,
ID_3,7,Bread,child,parent,"Ça se fabrique comme ça, chéri.","That’s how it’s made, darling.",,,,,,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,"C'est un dessin animé qui a un bec, qui a un museau comme ça là, je ne sais pas, et qui est rose.","It's a cartoon that has a beak, that has a snout like that, I don't know, and that is pink.",,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Ouais...,Yeah...,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,Un animal qui est rose.,An animal that is pink.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Un animal qui est rose ?,An animal that is pink?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Peppa Pig ?,Peppa Pig?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,Non.,No.,,,,,1.0,1.0,0.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Un animal qui est rose.,An animal that is pink.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Et qu'il y a dans un dessin animé ?,And what's in a cartoon?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,Non.,No.,,,,,1.0,1.0,0.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,"Bah, faut savoir.","Well, you have to know.",,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,"Euh, qu'il est sur la terre.","Uh, that he is on earth.",,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,"Ah, donc c'est un animal qui est rose et qui existe, donc.","Ah, so it's an animal that is pink and that exists, therefore.",,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Il vit dans quel milieu ?,What environment does he live in?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,Je ne sais pas.,I don't know.,,,,,1.0,1.0,0.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,Tu ne sais pas où il vit ?,You don't know where he lives?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,Des fois dans une ferme.,Sometimes on a farm.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,"Ah, dans une ferme.","Ah, on a farm.",,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,C'est un cochon ?,Is it a pig?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Peppa pig,parent,child,Oui...,Yes...,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Peppa pig,parent,parent,"Ouais... C'est Peppa Pig, quoi...","Yeah... It's Peppa Pig, what...",,,,,1.0,,,,,,,,,,,,
ID_3,7,,,child,Hmm... Tu veux pas qu'on arrête ?,Hmm... Don't you want us to stop?,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,"Euh, je sais pas, c'est pas moi qui décide, chéri.","Um, I don't know, it's not up to me, darling.",,,,,,,,,,,,,,,,,
ID_3,7,,,child,[à INV] Tu veux pas qu'on arrête ?],[to INV] Don't you want us to stop?],,,,,,,,,,,,,,,,,
ID_3,7,,,(INV),Dans deux minutes,In two minutes,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,"Allez, alors...","Come on, then...",,,,,,,,,,,,,,,,,
ID_3,7,,,(INV),"... Sois fort, c'est la dernière ligne droite","...Be strong, it's the home stretch",,,,,,,,,,,,,,,,,
ID_3,7,An apple,child,parent,Je suis un fruit qui pousse sur un arbre.,I am a fruit growing on a tree.,,,,,1.0,,,,,,,,,,,,
ID_3,7,An apple,child,child,Un pommier ?,An Apple tree ?,,,,,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
ID_3,7,An apple,child,parent,"Oui, bon...","Yes, good...",,,,,1.0,,,,,,,,,,,,
ID_3,7,An apple,child,parent,Mais le fruit ?,But the fruit?,,,,,1.0,,,,,,,,,,,,
ID_3,7,An apple,child,child,Une pomme.,An Apple.,,,,,1.0,1.0,1.0,0.0,"1,6",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ID_3,7,An apple,child,parent,Oui.,Yes.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Ironman,parent,parent,"A toi, dernier.","Yours, last.",,,,,,,,,,,,,,,,,
ID_3,7,Ironman,parent,child,Alors... C'est un Avenger... Qui peut lancer des rayons laser.,So... He's an Avenger... Who can shoot laser beams.,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,Ironman,parent,parent,Un Avenger qui lance des rayons laser ?,An Avenger who shoots laser beams?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Ironman,parent,parent,Y'a pas d'Avenger qui lance des rayons laser,There's no Avenger who shoots laser beams,,,,,1.0,,,,,,,,,,,,
ID_3,7,Ironman,parent,child,Si.,If.,,,,,1.0,,,,,,,,,,,,
ID_3,7,Ironman,parent,parent,Ironman ?,Ironman?,,,,,1.0,,,,,,,,,,,,
ID_3,7,Ironman,parent,child,Oui !,Yes !,,,,,1.0,1.0,1.0,,,,,,,,,,
ID_3,7,,,child,J'ai gagné...,I won...,,,,,,,,,,,,,,,,,
ID_3,7,,,parent,"...T'as gagné, j'en sais rien, j'ai pas fait les comptes.","...You won, I don't know, I haven't done the math.",,,,,,,,,,,,,,,,,
ID_3,7,,,parent,"Arrête de bouger, t'es pas encore débranché.","Stop moving, you're not unplugged yet.",,,,,,,,,,,,,,,,,
ID_3,7,,,1,"Non attends, tu attends, tu attends.","No wait, you wait, you wait.",,,,,,,,,,,,,,,,,
