file_id;child_age;target_word;original_target_word;guesser_type;speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;agreement;initiate_repair;error_type
ID_4;7;A teddy bear;un doudou;child;child;C'est grand ou petit ?;Is it big or small?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A teddy bear;un doudou;child;parent;Euh... Généralement, c'est petit.;Um... Usually it's small.;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Est-ce que ça peut avoir plusieurs formes ?;Can it have several forms?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A teddy bear;un doudou;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Est-ce qu'il y en a dans la maison ?;Are there any in the house?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A teddy bear;un doudou;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Est-ce qu'il y en a dans cette pièce ?;Are there any in this room?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A teddy bear;un doudou;child;parent;Alors, je ne sais pas.;Then I do not know.;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;parent;Je n'ose pas trop bouger, du coup, je ne peux pas te dire, mais je pense... Je ne l'ai pas vue aujourd'hui.;I don't dare move too much, so I can't tell you, but I think... I haven't seen her today.;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;parent;Je ne pense pas.;I do not think so.;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;parent;Des fois, il y est.;Sometimes he is there.;Sometimes it is there.;;;1.0;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Des fois, il y est.;Sometimes he is there.;Sometimes it is there.;;;1.0;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Est-ce que... Des fois, il est dans ma chambre ?;Is... Sometimes he's in my room?;Is... Sometimes it’s in my room?;;;1.0;1.0;1.0;1.0;0.0;2
ID_4;7;A teddy bear;un doudou;child;parent;Oui !;Yes !;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Est-ce que son prénom commence par un N ?;Does his first name start with an N?;;;The teddy bear’s name starts with N;;1.0;1.0;1.0;0.0;2
ID_4;7;A teddy bear;un doudou;child;parent;Oui !;Yes !;;;;;1.0;;;;
ID_4;7;A teddy bear;un doudou;child;child;Est-ce que c'est mon doudou ?;Is this my blanket?;Is it my teddy bear?;;;1.0;1.0;1.0;1.0;0.0;2,6
ID_4;7;A teddy bear;un doudou;child;parent;Oui, c'est un doudou !;Yes, it's a cuddly toy!;;;;;1.0;;;;
ID_4;7;;;;parent;Ok, attends...;OK wait...;;;;;;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Ok, à mon tour, alors... C'est bon, j'ai trouvé !;Ok, my turn, then... It's good, I found it!;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Ok, est-ce que ça se mange ?;Ok, is this edible?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Ohh, j'ai faim... est-ce que ça va dans l'eau ?;Ohh, I'm hungry...is this okay in the water?;;;;1.0;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce qu'il y en a dans la maison ?;Are there any in the house?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce qu'il y en a dans cette pièce ?;Are there any in this room?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce que ça sert à faire de la lumière ?;Is it used to make light?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce que ça affiche des images ?;Does it show images?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce que ça se branche à un ordinateur ?;Does it connect to a computer?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce que ça sert à téléphoner aussi ?;Is it useful for calling too?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Est-ce que ça serait un téléphone ?;Could it be a phone?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Ok, donc ça fait un, deux.;Okay, so that's one, two.;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Et plus précis ?;And more precise?;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Un smartphone ?;A smartphone?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Un téléphone portable ?;A mobile phone ?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Oui, mais plus précis ?;Yes, but more precise?;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Y'a un mot que tu as pas appelé ! Papa !;There's a word you didn't call! Dad !;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Un smartphone ?;A smartphone?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Une tablette ?;A tablet ?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Une caca ?;A poop?;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Une catastrophe ?;A disaster ?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Une ca...;A ca...;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;Une caméra ?;A camera ?;;;;;1.0;;;;
ID_4;7;A smartphone;Un smartphone;parent;child;Voilà !;So !;;;;;1.0;1.0;;;
ID_4;7;A smartphone;Un smartphone;parent;parent;D'accord, un téléphone avec une caméra, c'est dur.;Okay, a phone with a camera is tough.;;;;;1.0;;;;
ID_4;7;;;;child;A toi...;Yours...;;;;;;;;;
ID_4;7;;;;parent;OK, donc c'est à moi là, hein, c'est ça ?;Okay, so this is mine, right?;;;;;;;;;
ID_4;7;;;;child;Oui, c'est..;Yes it's..;;;;;;;;;
ID_4;7;;;;parent;Ça fait combien combien, là, déjà ?;How much is that again?;;;;;;;;;
ID_4;7;;;;child;Là, moi, ça fait deux.;There, for me, that’s two.;;;;;;;;;
ID_4;7;;;;parent;On est à deux-deux ?;Are we two-two?;;;;;;;;;
ID_4;7;;;;parent;Deux à deux, ouais.;Two by two, yeah.;;;;;;;;;
ID_4;7;;;;child;Non, moi, ça fait deux, et toi, ça fait un, je crois.;No, for me, that makes two, and you, that makes one, I think.;;;;;;;;;
ID_4;7;;;;parent;Euh, non, moi, j'avais trouvé deux.;Uh, no, I found two.;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;parent;Bon, OK, allez, euh... OK, attends.;Well, OK, come on, uh... OK, wait.;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;parent;Vas-y, pose une question, j'ai trouvé un mot.;Go ahead, ask a question, I found a word.;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;child;OK, alors, est-ce que c'est un animal ?;OK, so, is it an animal?;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que c'est domestique ?;Is it domestic?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Ça peut.;It can.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Ça peut.;It can.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ok, alors...;OK then...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Ça ne vit pas dans une maison, mais par contre, on peut... Ça peut vivre à l'état sauvage ou ça peut vivre avec les êtres humains.;It doesn't live in a house, but on the other hand, we can... It can live in the wild or it can live with human beings.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que c'est une carapace ?;Is it a shell?;Does it have a shell?;;;1.0;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que ça vit dans l'eau ?;Does it live in water?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que ça a des moustaches ?;Does it have whiskers?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce qu'on peut le prendre en laisse ?;Can we take him on a leash?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Ça serait une drôle d'idée quoi, mais pourquoi pas.;That would be a funny idea, but why not.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que ça vole ?;Does it fly?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Alors non.;So no.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Très bien.;Alright.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce qu'il y en a à Autriche?;Are there any in Austria?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce qu'il y en a chez Tante Abigail ?;Is there any at Aunt Abigail’s?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;An elephant;un éléphant;child;parent;Non plus.;Neither.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Où ?;Or ?;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ça vit où ?;Where does it live?;;;;;1.0;1.0;1.0;0.0;1,5,9
ID_4;7;An elephant;un éléphant;child;parent;Ça, c'est toi qui pose... Tu peux pas répondre.;That's you asking... You can't answer.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Je réponds par oui ou par non.;I answer yes or no.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Euh...;Uh...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Joan, tu peux arrêter, s'il te plaît ?;Joan, can you stop, please?;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;joan;Oui, je sais;Yes I know;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;parent;Non, mais va dans ta chambre.;No, but go to your room.;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;child;Alors ?;SO ?;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;child;Ca m'énerve...;It annoys me...;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;parent;Pose moi des questions euh... Tu peux me poser plein de questions sur un animal.;Ask me questions uh... You can ask me lots of questions about an animal.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Il en reste encore plein.;There are still plenty left.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;J'ai pensé au perroquet, j'ai pensé au chien, j'ai pensé au chat, j'ai pensé à plein de trucs.;I thought of the parrot, I thought of the dog, I thought of the cat, I thought of lots of things.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Mais pose des questions plus générales.;But ask more general questions.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ça mange des croquettes ou des graines ?;Does it eat kibble or seeds?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Alors, ça mange... peut-être que ça peut manger des croquettes, mais ça mangerait... ça mange des végétaux.;So, it eats... maybe it can eat kibble, but it would eat... it eats plants.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;C'est herbivore.;It is herbivorous.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;OK.;OK.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Donc, si c'est herbivore, qu'est-ce que ça va manger ?;So, if it's herbivorous, what will it eat?;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que ça mange de l'herbe ?;Does it eat grass?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Oui, ça doit en manger.;Yes, it must eat some.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;des feuilles, tu vois, sur les arbres.;leaves, you see, on the trees.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que la première lettre commence par un E ?;Does the first letter start with an E?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Par un quoi ?;By a what?;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que c'est un écureuil ?;Is it a squirrel?;;;;;1.0;1.0;1.0;0.0;1,4
ID_4;7;An elephant;un éléphant;child;parent;Non, ce n'est pas un écureuil.;No, it's not a squirrel.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce qu'on en trouve en Afrique ?;Are they found in Africa?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ok.;OK.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Il y a pleins de questions à... Pose-moi des questions générales.;There are lots of questions to... Ask me general questions.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;D'ordre général.;General.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;C'est très dur d'en trouver..;It's very hard to find...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Pense à des caractéristiques.;Think about characteristics.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Les animaux ne sont pas tous pareils, quoi.;Animals are not all the same, anyway.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce qu'il a une queue ?;Does he have a tail?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Oui !;Yes !;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que des fois on peut en voir dans des films ?;Can you ever see them in movies?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;dans des films, dans des dessins animés...;in films, in cartoons...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Est-ce que c'est poilu ?;Is it hairy?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ok, donc ça a des plumes et c'est...;Okay, so it has feathers and it's...;;;;;1.0;1.0;0.0;1.0;1,4
ID_4;7;An elephant;un éléphant;child;parent;Des plumes ?;Feathers ?;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;J'ai pas dit de plumes.;I didn't say feathers.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Mais si c'est pas poilu, comment...;But if it's not hairy, how...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Attends, ça peut avoir juste du cuir sur la peau.;Wait, it might just have leather on the skin.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Du cuir.;Leather.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Bah juste de la peau quoi.;Well, just skin.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Comme nous ?;Like us ?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;An elephant;un éléphant;child;parent;Bah oui comme nous ouais.;Well yes like us yeah.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Mais on n'est pas domestiques.;But we are not domestics.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Non mais non.;No, but no.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Ah là là.;My my my.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Tu pourrais me poser des questions sur...;Could you ask me some questions about...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ça peut pas être un éléphant, ça peut pas être une girafe.;It can't be an elephant, it can't be a giraffe.;;;;;1.0;1.0;0.0;1.0;1,4
ID_4;7;An elephant;un éléphant;child;parent;Attends ça peut pas être quoi t'as dit ?;Wait, can't that be what did you say?;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ça peut pas être un éléphant.;It can't be an elephant.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;C'est pas domestique un éléphant.;An elephant is not domesticated.;;;;;1.0;1.0;0.0;1.0;1
ID_4;7;An elephant;un éléphant;child;parent;Mais on en trouve dans les cirques, on en trouve...;But we find them in circuses, we find them...;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Ah donc c'est un éléphant;Ah so it's an elephant;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;parent;Je t'ai bien aidé quand même.;I helped you a lot anyway.;;;;;1.0;;;;
ID_4;7;An elephant;un éléphant;child;child;Non;No;;;;;;;;;
ID_4;7;An elephant;un éléphant;child;parent;Je t'ai bien bien aidé.;I helped you a lot.;;;;;;;;;
ID_4;7;;;;parent;Bon, ok.;Okay, okay.;;;;;;;;;
ID_4;7;;;;parent;Allez, vas-y.;Just go.;;;;;;;;;
ID_4;7;;;;child;C'est 3 et 2, 3.;It's 3 and 2, 3.;;;;;;;;;
ID_4;7;;;;parent;Ouais, un peu limite ce point, je trouve.;Yeah, this point is a bit limited, I think.;;;;;;;;;
ID_4;7;;;;parent;Bon, allez, vas-y.;Okay, come on, go ahead.;;;;;;;;;
ID_4;7;;;;parent;Essaye de ne pas regarder l'objet parce que tu vois, en suivant ton regard, je le trouve direct.;Try not to look at the object because you see, by following your gaze, I find it direct.;;;;;;;;;
ID_4;7;;;;child;Je te regarde.;I am looking at you.;;;;;;;;;
ID_4;7;;;;parent;Pardon ?;Pardon ?;;;;;;;;;
ID_4;7;;;;child;Je te regarde.;I am looking at you.;;;;;;;;;
ID_4;7;;;;parent;Oui, d'accord.;Yes OK.;;;;;;;;;
ID_4;7;;;;parent;Est-ce que c'est papa ?;Is it dad?;;;;;;;;;
ID_4;7;;;;child;Non.;No.;;;;;;;;;
ID_4;7;;;;parent;Bon, allez, vas-y.;Okay, come on, go ahead.;;;;;;;;;
ID_4;7;;;;parent;Trouve un truc;Find something;;;;;;;;;
ID_4;7;;;;child;Attends, je réfléchis.;Wait, I'm thinking.;;;;;;;;;
ID_4;7;Ice cream;une glace;parent;child;J'ai trouvé.;I've found.;;;;;;;;;
ID_4;7;Ice cream;une glace;parent;parent;T'as trouvé ?;Did you find it ?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;D'accord.;All right.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Et est-ce que c'est un objet ?;And is it an object?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que c'est un animal ?;Is it an animal?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que... est-ce que c'est une plante ?;Is... is that a plant?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça vole dans le ciel ?;Does it fly in the sky?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non, il sait même pas voler.;No, he doesn't even know how to fly.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ce n'est pas un objet.;It's not an object.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non, ce n'est pas un objet.;No, it's not an object.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ce n'est pas un animal.;It's not an animal.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça vit dans l'eau ?;Does it live in water?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça fait « bzzz » des fois ?;Does it go “bzzz” sometimes?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;child;Papa, réfléchis un peu.;Dad, think about it.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Attends...;Hold on...;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;C'est ce que je te disais au début, sans arrêt.;That's what I told you at the beginning, all the time.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Après ta première question.;After your first question.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Je t'ai demandé si c'était un objet.;I asked you if it was an object.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça se mange ?;Is it edible?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Oui, ça se mange !;Yes, it can be eaten!;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;D'accord, c'est un aliment.;Okay, it's a food.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que...;Is it that...;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce qu'il faut de l'eau pour le préparer ?;Do you need water to prepare it?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;[L'enfant secoue la tête];[The child shakes his head];;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça se mange chaud ?;Is it eaten hot?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Bah... Attends...;Well... Wait...;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non, pas du tout, pas du tout.;No, not at all, not at all.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça se conserve au frigo ?;Does it keep in the fridge?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça pousse dans les arbres ?;Does it grow on trees?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;child;Sinon, c'est que t'es dans un monde imaginaire.;Otherwise, you are in an imaginary world.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;D'accord.;All right.;;;;;1.0;;;;
