file_id;child_age;target_word;original_target_word;guesser_type;speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;agreement;initiate_repair;error_type
ID_1;7;lion;Le lion;parent;parent;Est-ce que c'est un animal ?;Is it an animal?;;;;;;;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce que c'est un animal terrestre ?;Is it a land animal?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce que c'est un animal à quatre pattes ?;Is it a four-legged animal?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;parent;Tu sais pas combien il a de pattes ?;Don't you know how many legs he has?;;;;;;;;;
ID_1;7;lion;Le lion;parent;child;Attends.;Hold on.;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;J'réfléchis.;I'm thinking.;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui !;Yes !;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Oui, il a quatre pattes.;Yes, he has four legs.;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce qu'il utilise ses quatre pattes pour se déplacer ?;Does it use all four legs to move around?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;En même temps ?;At the same time?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce que c'est un insecte ?;Is it an insect?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce que c'est un félin ?;Is it a feline?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Oui ?;Yes ?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce qu'il est domestique ?;Is he domestic?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce qu'on peut l'avoir à la maison ?;Can we have it at home?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Pas que.;Not only.;;;;1.0;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Pas que.;Not only that.;;;;1.0;1.0;;;;
ID_1;7;lion;Le lion;parent;child;On peut pas l'avoir à la maison, mais on peut l'avoir euh..;We can't have it at home, but we can have it uh...;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;au zoo, quoi.;at the zoo, what?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Ouais.;Yeah.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Par exemple.;For example.;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Par exemple.;For example.;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce qu'il a une crénière ?;Does he have a haircut?;Does he have a mane?;;;1.0;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce que ce serait le roi des animaux ?;Could this be the king of animals?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Est-ce que c'est le lion ?;Is it the lion?;;;;;1.0;;;;
ID_1;7;lion;Le lion;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;lion;Le lion;parent;parent;Ok.;OK.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Allez, j'en ai trouvé un.;Come on, I found one.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;A toi.;To you.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce que c'est un objet ?;Is it an object?;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Non, pas du tout.;No, not at all.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Un animal ?;An animal ?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Non, pas du tout.;No, not at all.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Un être vivant ?;A living being ?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Bien vivant.;Alive and well.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce que c'est une plante ?;Is it a plant?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Mais non, c'est un être vivant.;But no, it's a living being.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Ah oui, pardon, pardon, pardon.;Ah yes, sorry, sorry, sorry.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Autant pour moi.;Same for me.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Autant pour moi.;Same for me.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Non, ce n'est pas une plante.;No, it's not a plant.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce que c'est terreste ?;Is it terrestrial?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Oui;Yes;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce qu'il vit dans une maison ?;Does he live in a house?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Oui, il vit dans une maison.;Yes, he lives in a house.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Je commençe àààà…;I'm starting to...;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce que…;Is it that…;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce que c'est un humain ?;Is it a human?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Alors oui, c'est un humain, tout à fait.;So yes, he's a human, absolutely.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Oui, d'accord;Yes OK;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Voilà, il s'agit de trouver lequel, maintenant.;There you go, it's a matter of finding which one, now.;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Non, Jack, s'il te plaît.;No, Jack, please.;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Est-ce que c'est moi ?;Is it me?;;;;;1.0;1.0;1.0;0.0;2,6
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Oui, c'est toi !;Yes it's you !;;;;;1.0;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Bravo !;Well done!;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;child;Super !;Great !;;;;;;;;;
ID_1;7;player 2 themselves;joueur 2 eux-mêmes;child;parent;Bravo !;Well done!;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;Allez, à toi.;Come on, over to you.;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;Jack, arrête de bouger, s'il te plaît.;Jack, please stop moving.;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;child;Alors, alors, alors, alors, alors…;So, then, then, then, then…;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;child;C'est bon.;It's good.;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;C'est bon ?;It's good ?;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est un être vivant ?;Is it a living being?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est une machine ?;Is it a machine?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est un objet décoratif ?;Is it a decorative object?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est un pays ?;Is it a country?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non !;No !;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est un objet non décoratif ?;Is it a non-decorative object?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que…;Is it that…;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;child;C'est très dur..;It's very hard..;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;Oui, je me doute.;Yes I think.;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;Jack, pardon.;Jack, sorry.;;;;;;;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que... Alors là, je commence à être perdu.;Is that... So now I'm starting to get lost.;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est un objet ?;Is it an object?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Non !;No!;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est un élément de la nature ?;Is it an element of nature?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce qu'il y en a dans le ciel ?;Are there any in the sky?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce qu'ils sont blancs ou gris ?;Are they white or gray?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Est-ce que c'est des chauves-souris ?;Are they bats?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Un nuage ?;A cloud?;;;;;1.0;;;;
ID_1;7;clouds;Un nuage;parent;child;Oui.;Yes.;;;;;1.0;1.0;;;
ID_1;7;clouds;Un nuage;parent;parent;Bravo.;Well done.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;A toi.;Yours.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Alors, ah ou, à moi de te fairei te faire trouver.;So, ah or, it’s up to me to make you find yourself.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Jack, tu arrêtes s'il te plaît.;Jack, please stop.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;J'ai trouvé.;I've found.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que c'est un autre vivant ?;Is it another living thing?;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Non.;No.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que c'est un objet ?;Is it an object?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Non.;No.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Oui, pardon.;Yes excuse me.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;À quoi ça sert ?;What's the point ?;What is it used for?;;[of the object];1.0;1.0;1.0;1.0;0.0;1,5,9
ID_1;7;A rocket;Une fusée;child;parent;À se déplacer très très vite et très très loin.;To move very, very quickly and very, very far.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que c'est un avion ?;Is it a plane?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Un avion ?;A plane?;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Non.;No.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que ça a un moteur ?;Does it have a motor?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Et encore…;And even…;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Je ne suis pas sûr.;I'm not sure.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ça a des propulseurs, mais je ne sais pas si c'est un moteur.;It has thrusters, but I don't know if it's a motor.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Ah, tu m'as donné un indice, avec tes monsieur propulseurs.;Ah, you gave me a clue, with your mister thrusters.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;C'est quoi ?;It's what ?;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que ça peut aller sur la mer ?;Can it go to sea?;Can it move on water?;;;1.0;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Est-ce que ça peut aller sur la mer ?;Can it go to sea?;Can it move on water?;;;1.0;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Non.;No.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que…;Is it that…;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;C'est… Un…;It's a…;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;Non. Est-ce que ça roule sur des rails ?;No. Does it run on rails?;;;;;1.0;1.0;1.0;0.0;1,4
ID_1;7;A rocket;Une fusée;child;parent;Ah non, ça ne roule pas du tout sur des rails.;Oh no, it doesn't run on rails at all.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Euh… OK.;Um… OK.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que… ça a des pédales ?;Does… it have pedals?;;;;;1.0;1.0;0.0;0.0;1,4
ID_1;7;A rocket;Une fusée;child;parent;Ah non, ça n'a pas de pédale.;Oh no, it doesn't have a pedal.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ça va très très vite et très loin.;It goes very, very quickly and very far.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Avec des pédales, c'est compliqué.;With pedals, it's complicated.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ah oui, non d'accord.;Ah yes, no okay.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ça n'a pas de pédale.;It doesn't have a pedal.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce qu'il y a beaucoup de gens qui peuvent aller dedans ?;Are there a lot of people who can go in there?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Ah non, maximum 2-3 personnes.;Oh no, maximum 2-3 people.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Peut-être 4, mais pas plus.;Maybe 4, but no more.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que ça va dans l'air ?;Is it going in the air?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que ça a une hélice ?;Does it have a propeller?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Non.;No.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ah, j'ai enfin trouvé un truc qui te complique la tâche.;Ah, I finally found something that makes your job more difficult.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Attention à ne pas tomber.;Be careful not to fall.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que ça a…;Did it…;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;child;Un ballon.;A ball.;A balloon.;;;1.0;1.0;1.0;0.0;1.0;1,4
ID_1;7;A rocket;Une fusée;child;parent;Ah non, ça ne va pas très vite et très loin un ballon.;Ah no, a ball doesn't go very fast or very far.;Ah no, a balloon doesn't go very fast or very far.;;;1.0;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Tu veux un indice ?;Do you want a clue?;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Oui.;Yes.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ça va plus haut que les nuages.;It goes higher than the clouds.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Non mais moi je disais un ballon, comme un ballon…;No, but I said a balloon, like a balloon…;;;;;1.0;1.0;0.0;1.0;1,4
ID_1;7;A rocket;Une fusée;child;parent;Oui, j'ai compris, dirigeable.;Yes, I get it, airship.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Oui;Yes;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Non, c'est pas ça.;No it's not that.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;parent;Ça va plus haut que les nuages avec un propulseur, des propulseurs, 3-4 personnes.;It goes higher than the clouds with a thruster, thrusters, 3-4 people.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Est-ce que c'est l'engin qui a fait que quelques personnes puissent aller sur la lune ?;Is this the machine that allowed some people to go to the moon?;;;;;1.0;1.0;1.0;0.0;1
ID_1;7;A rocket;Une fusée;child;parent;Tout à fait.;Quite.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Ooooh… Une fusée ?;Ooooh… A rocket?;;;;;1.0;1.0;1.0;0.0;1,6
ID_1;7;A rocket;Une fusée;child;parent;Une fusée, bravo.;A rocket, well done.;;;;;1.0;;;;
ID_1;7;A rocket;Une fusée;child;child;Mais c'était dur.;But it was hard.;;;;;;;;;
ID_1;7;A rocket;Une fusée;child;parent;Pour une fois, allez, à toi.;For once, come on.;;;;;;;;;
ID_1;7;;;parent;parent;Assieds-toi, tu vas tomber.;Sit down, you'll fall.;;;;;;;;;
ID_1;7;;;parent;child;Je réflechis…;I'm thinking…;;;;;;;;;
ID_1;7;;;parent;parent;Ça va faire du bruit.;It's going to make noise.;;;;;;;;;
ID_1;7;;;parent;parent;Jack, tu fais doucement pour ne pas faire de bruit.;Jack, you go slowly so as not to make any noise.;;;;;;;;;
ID_1;7;;;parent;parent;Voilà, comme ça.;That's it, like that.;;;;;;;;;
ID_1;7;;;parent;parent;Allez !;Come on !;;;;;;;;;
ID_1;7;;;parent;child;C'est bon, j'ai trouvé.;It's good I found.;;;;;;;;;
ID_1;7;;;parent;parent;Ah !;Ah!;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est un objet ?;Is it an object?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est un véhicule ?;Is it a vehicle?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est un arbre ?;Is it a tree?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Une plante ?;A plant ?;;;;;;;;;
ID_1;7;;;parent;child;Oui.;Yes.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est des roses ?;Are these roses?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est une plante dans le jardin ?;Is that a plant in the garden?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est une plante aromatique ?;Is it an aromatic plant?;;;;;;;;;
ID_1;7;;;parent;child;Ca veut dire quoi ?;What does it mean ?;;;;;;;;;
ID_1;7;;;parent;parent;Ça veut dire que tu mets pour cuisiner.;That means what you use for cooking.;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;C'est décoratif ?;Is it decorative?;;;;;;;;;
ID_1;7;;;parent;parent;C'est décoratif ou pas ?;Is it decorative or not?;;;;;;;;;
ID_1;7;;;parent;child;Ça peut l'être, mais très très rarement.;It can be, but very, very rarely.;;;;;;;;;
ID_1;7;;;parent;child;Ah.;Oh.;;;;;;;;;
ID_1;7;;;parent;child;C'est plutôt sauvage.;It's pretty wild.;;;;;;;;;
ID_1;7;;;parent;parent;C'est un chardon ?;Is it a thistle?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est une plante avec des pétales ?;Is it a plant with petals?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
ID_1;7;;;parent;parent;Il n'y a que des feuilles ?;Are there only leaves?;;;;;;;;;
ID_1;7;;;parent;child;Il n'y a pas de feuilles.;There are no leaves.;;;;;;;;;
ID_1;7;;;parent;parent;Il n'y a pas de feuilles.;There are no leaves.;;;;;;;;;
ID_1;7;;;parent;parent;C'est une plante qui n'a pas de feuilles.;It is a plant that has no leaves.;;;;;;;;;
ID_1;7;;;parent;child;Oui !;Yes !;;;;;;;;;
ID_1;7;;;parent;parent;Pas de feuilles et pas de pétales.;No leaves and no petals.;;;;;;;;;
ID_1;7;;;parent;child;Oui !;Yes !;;;;;;;;;
ID_1;7;;;parent;parent;C'est une plante morte ?;Is it a dead plant?;;;;;;;;;
ID_1;7;;;parent;child;Non !;No !;;;;;;;;;
ID_1;7;;;parent;parent;C'est une plante qui a... Ok, est-ce que c'est une plante qui pique ?;It's a plant that has... Ok, is it a plant that stings?;;;;;;;;;
ID_1;7;;;parent;child;Ça peut faire mal mais ça ne pique pas.;It may hurt but it doesn't sting.;;;;;;;;;
ID_1;7;;;parent;parent;Ça peut faire mal mais ça ne pique pas.;It may hurt but it doesn't sting.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est un cactus ?;Is it a cactus?;;;;;;;;;
ID_1;7;;;parent;parent;Ça te fait rire ?;That makes you laugh ?;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est...;Is it...;;;;;;;;;
ID_1;7;;;parent;child;T'es pas prêt de trouver;You're not ready to find;;;;;;;;;
ID_1;7;;;parent;parent;Je suis pas prêt de trouver ?;I'm not ready to find it?;;;;;;;;;
ID_1;7;;;parent;child;Avec le cactus t'es vraiment pas prêt.;With the cactus you're really not ready.;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que c'est une plante qu'on a par ici ?;Is that a plant we have around here?;;;;;;;;;
ID_1;7;;;parent;parent;Qu'on trouve dans d'autres pays ?;What are found in other countries?;;;;;;;;;
ID_1;7;;;parent;child;Peut-être un petit peu !;Maybe a little!;;;;;;;;;
ID_1;7;;;parent;parent;Est-ce que... Alors là, c'est une plante verte ?;Is that... So, is that a green plant?;;;;;;;;;
ID_1;7;;;parent;child;Non !;No !;;;;;;;;;
ID_1;7;;;parent;parent;De quelle couleur elle est ?;What color is it?;;;;;;;;;
ID_1;7;;;parent;child;Si je te le dis, tu vas deviner en deux minutes;If I tell you, you'll guess in two minutes;;;;;;;;;
ID_1;7;;;parent;parent;Ah bah oui, mais c'est la question que je t'ai posée.;Ah well yes, but that's the question I asked you.;;;;;;;;;
ID_1;7;;;parent;child;Multicolore.;Multicolored.;;;;;;;;;
ID_1;7;;;parent;parent;Elle est multicolore ?;Is it multi-colored?;;;;;;;;;
ID_1;7;;;parent;child;Ah oui !;Oh yes !;;;;;;;;;
ID_1;7;;;parent;parent;C'est un perroquet ou quoi ?;Is it a parrot or what?;;;;;;;;;
ID_1;7;;;parent;child;Non !;No !;;;;;;;;;
ID_1;7;;;parent;parent;C'est pas un perroquet empaillé ?;Isn't that a stuffed parrot?;;;;;;;;;
ID_1;7;;;parent;child;Non.;No.;;;;;;;;;
