file_id;child_age;target_word;guesser_type; speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;is_valid
ID_7;9;A ball ; parent; parent;OK; OK;;;;;1;;
ID_7;9;A ball ; parent; parent;Tu ne changes pas de mot, Marius.; You don't change your words, Marius.;;;;;;;
ID_7;9;A ball ; parent; child;Non; No;;;;;;;
ID_7;9;A ball ; parent; parent;Une fois que tu as un mot, c'est un mot.; Once you have a word, it's a word.;;;;;;;
ID_7;9;A ball ; parent; parent;C'est un objet qu'on utilise plutôt dans le salon ?; Is this an object that is mostly used in the living room?;;;;;1;;
ID_7;9;A ball ; parent; child;Toi, tu ne le vois pas, mais sinon, il y en a qui le veulent.; You don't see it, but otherwise, there are some who want it.;;;;1;1;1;0
ID_7;9;A ball ; parent; parent; Ah, euh, ça c'est un, c'est euh, euh, euh, euh, euh, euh, euh... ;Ah, uh, that's a, that's uh, uh, uh, uh, uh, uh, uh...;;;;;;;
ID_7;9;A ball ; parent; child;..C'est fastoche..; ..It’s boring..;;;;1;;;
ID_7;9;A ball ; parent; parent;..Les téléphones, les télés ?; ..Telephones, TVs?;;;;;1;;
ID_7;9;A ball ; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A ball ; parent; parent;C'est un, c'est un écran ?; Is it a, is it a screen?;;;;;1;;
ID_7;9;A ball ; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A ball ; parent; parent;Non, c'est pas un écran.; No, it's not a screen.;;;;;1;;
ID_7;9;A ball ; parent; parent;Euh... ; Uh...;;;;;;;
ID_7;9;A ball ; parent; child;Rooh..; Rooh..;;;;;;;
ID_7;9;A ball ; parent; parent;Euh, je, je... C'est un, c'est un jouet ?; Um, I, I... Is it a, is it a toy?;;;;;1;;
ID_7;9;A ball ; parent; child;Oui.; Yes.;;;;;1;1;1
ID_7;9;A ball ; parent; parent;C'est un, c'est un jeu jouet.; It's a, it's a toy game.;;;;;1;;
ID_7;9;A ball ; parent; parent;T'en as un ?; Do you have one?;;;;;1;;
ID_7;9;A ball ; parent; child;Oui.; Yes.;;;;;1;1;1
ID_7;9;A ball ; parent; parent;Lucien, on a un ?; Lucien, do we have one?;;;;;1;;
ID_7;9;A ball ; parent; child;Bah, j'lui prête ; Well, I lend him;;;;;1;1;1
ID_7;9;A ball ; parent; parent;Ah, vous en avez un pour deux, vous vous le prêtez ?; Ah, you have one for two, can you lend it?;;;;;1;;
ID_7;9;A ball ; parent; child;Bah on en a plusieurs; Well we have several;;;;;1;1;1
ID_7;9;A ball ; parent; parent; Je vois pas du tout là... Attends, laisse-moi réfléchir.; I don't see that at all... Wait, let me think.;;;;;1;;
ID_7;9;A ball ; parent; parent;Attends, c'est un jeu... Donc quand tu y joues, tu joues dans ta chambre ?; Wait, it's a game... So when you play it, you play in your room?;;;;;1;;
ID_7;9;A ball ; parent; child;Non, ben... On préfère jouer dehors, mais... ; No, well... We prefer to play outside, but...;;;;;1;1;1
ID_7;9;A ball ; parent; parent;Ah, dehors !; Ah, outside!;;;;;1;;
ID_7;9;A ball ; parent; parent;Un ballon ?; A ball ?;;;;;1;;
ID_7;9;A ball ; parent; child;Voilà.; So.;;;;1;1;1;1
ID_7;9;A ball ; parent; parent;Ok, bien.; OK fine.;;;;;1;;
ID_7;9;;; parent;Alors, à moi.; So, mine.;;;;;;;
ID_7;9;A fly; child; parent;Je suis prêt.; I'm ready.;;;;;1;;
ID_7;9;A fly; child; child;C'est un objet ?; Is it an object?;;;;;1;;
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;C'est un animal ?; It's an animal ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Oui.; Yes.;;;;;1;;
ID_7;9;A fly; child; child;Ca vit dans la mer ?; Does it live in the sea?;;;;;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child; C'est un renard ?; Is it a fox?;;;;;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;Dans quel pays ?; In which country ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Dans tous les pays.; In every country.;;;;;1;;
ID_7;9;A fly; child; child;On en a déjà vu ?; Have we seen any before?;;;;;1;1;1
ID_7;9;A fly; child; parent;Oui.; Yes.;;;;;1;;
ID_7;9;A fly; child; child;Beaucoup ?; lot ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Plein.; Full.;;;;1;1;;
ID_7;9;A fly; child; child;Flamand rose ?; Flamingo ?;;;;;1;1;0
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;Péon ?; Peon?;Pigeon?;;;1;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;Une mouette ?; A seagull ?;;;;;1;1;0
ID_7;9;A fly; child; parent;Non, mais tu devrais poser des questions je pense, parce que là tu vas faire une liste d'animaux sans fin quoi.; No, but you should ask questions I think, because then you're going to make an endless list of animals.;;;;;1;;
ID_7;9;A fly; child; child;Est-ce que c'est un petit animal ?; Is it a small animal?;;;;;;;
ID_7;9;A fly; child; parent;Pardon ?; Pardon ?;;;;;;;
ID_7;9;A fly; child; child;C'est un petit animal ?; Is it a small animal?;;;;;1;1;1
ID_7;9;A fly; child; parent;Ouais, tout petit.; Yeah, very small.;;;;;1;;
ID_7;9;A fly; child; child;Un rat ?; A rat ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;Une souris ?; A mouse ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;Un caméléon ?; A chameleon ?;;;;;1;1;1
ID_7;9;A fly; child; parent; Non.; No.;;;;;1;;
ID_7;9;A fly; child; child;Un lézard ?; A lizard ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; parent;Donc attends, ça vit pas dans la mer.; So wait, it doesn't live in the sea.;;;;;1;;
ID_7;9;A fly; child; child;C'est de quelle couleur ?; What colour is it ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Donc ça pourrait vivre où alors ?; So where could it live then?;;;;;1;;
ID_7;9;A fly; child; child;Bah, sur terre ?; Well, on earth?;;;;;1;1;1
ID_7;9;A fly; child; parent;Donc non.; So no.;;;;;1;;
ID_7;9;A fly; child; child;Ah, une mouette !; Ah, a seagull!;;;;;1;1;0
ID_7;9;A fly; child; parent;Donc non, c'est pas une mouette.; So no, it's not a seagull.;;;;;1;;
ID_7;9;A fly; child; child;Un goéland !; A gull!;;;;;1;1;1
ID_7;9;A fly; child; parent;Non, c'est plus petit.; No, it's smaller.;;;;;1;;
ID_7;9;A fly; child; child;Une hirondelle ?; A swallow ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Non.; No.;;;;;1;;
ID_7;9;A fly; child; parent;Petit, Marius, petit, petit, petit, petit, petit, petit.; Small, Marius, small, small, small, small, small, small.;;;;;1;;
ID_7;9;A fly; child; child;Un moineau ?; A sparrow ?;;;;;1;1;1
ID_7;9;A fly; child; parent;Plus petit.; Smaller.;;;;;1;;
ID_7;9;A fly; child; child;Une tourterelle ?; A dove?;;;;;1;1;0
ID_7;9;A fly; child; parent;Petit, petit, tout petit.; Small, small, very small.;;;;;1;;
ID_7;9;A fly; child; child;Une fourmi ?; An ant ?;;;;;1;1;0
ID_7;9;A fly; child; parent;Dans les airs, une fourmi, c'est compliqué.; In the air, an ant is complicated.;;;;;1;;
ID_7;9;A fly; child; child;Un poisson-volant ?; A flying fish?;;;;;1;1;0
ID_7;9;A fly; child; parent;Non, mais dans le niveau fourmi, on était plutôt dans la bonne taille, enfin, c'était à peu près la bonne idée, ouais.;No, but in the ant level, we were pretty much the right size, well, it was pretty much the right idea, yeah.;;;;;1;;
ID_7;9;A fly; child; child;Ah bon ?; Ah good ?;;;;;;;
ID_7;9;A fly; child; parent;Ouais.; Yeah.;;;;;;;
ID_7;9;A fly; child; child;Ah ouais.; Oh yeah.;;;;;1;;
ID_7;9;A fly; child; parent;Mais sauf que ça vole.; But except that it flies.;;;;;1;;
ID_7;9;A fly; child; child;Je sais pas; I don't know;;;;;1;;
ID_7;9;A fly; child; parent; Bon, je te le dis.; Well, I tell you.;;;;;1;;
ID_7;9;A fly; child; child;Oui.; Yes.;;;;;1;;
ID_7;9;A fly; child; parent;T'as perdu, on est d'accord.; You lost, we agree.;;;;;1;;
ID_7;9;A fly; child; child;Oui.; Yes.;;;;;1;;
ID_7;9;A fly; child; parent;Une mouche.; A fly.;;;;;1;;
ID_7;9;A fly; child; child;Ah; Oh;;;;;1;;
ID_7;9;;; parent;Allez, à toi.; Come on, over to you.;;;;;;;
ID_7;9;;; parent;Trouve un mot.; Find a word.;;;;;;;
ID_7;9;;; child;Le mot, c'est pas fourmi, hein..; The word isn't ant, eh...;;;;;;;
ID_7;9;;; parent;Non, je parle en terme de taille, Marius.; No, I'm talking in terms of size, Marius.;;;;;;;
ID_7;9;;; child;Oui, mais..; Yes, but..;;;;;;;
ID_7;9;;; parent;D'accord ?; All right ?;;;;;;;
ID_7;9;A human; parent; child;C'est bon.; It's good.;;;;;;;
ID_7;9;A human; parent; parent;Ok.; OK.;;;;;1;;
ID_7;9;A human; parent; parent;Est-ce que c'est un animal ?; Is it an animal?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;0
ID_7;9;A human; parent; parent;Est-ce que c'est un objet ?; Is it an object?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent; C'est pas un animal, c'est pas un objet.; It's not an animal, it's not an object.;;;;;1;;
ID_7;9;A human; parent; parent;Est-ce que c'est... Est-ce que... C'est une matière ?; Is it... Is it... Is it a material?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Ca fait partie du corps humain ?; Is it part of the human body?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Est-ce que c'est... C'est quelque chose que tu utilises quand même ?; Is this... Is this something you use anyway?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Et moi ?; And me ?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;T'en as déjà vu ou touché ?; Have you ever seen or touched one?;;;;;1;;
ID_7;9;A human; parent; child;Oui.; Yes.;;;;;1;1;1
ID_7;9;A human; parent; parent;C'est vivant ?; It's alive ?;;;;;1;;
ID_7;9;A human; parent; child;Oui; Yes;;;;;1;1;1
ID_7;9;A human; parent; parent; Il y en a dans les forêts ?; Are there any in the forests?;;;;;1;;
ID_7;9;A human; parent; child;Pas tout le temps.; Not all the time.;;;;;1;1;1
ID_7;9;A human; parent; parent;Est-ce que c'est de l'herbe ?; Is it weed?;;;;1;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Est-ce que c'est du gazon ?;Is it grass?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Non, non.. Je tourne en rond là..; No, no... I'm going in circles here...;;;;;1;;
ID_7;9;A human; parent; parent;Un arbre ?; A tree ?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Non, des fois, il y en a tout le temps.; No, sometimes, there are all the time.;;;;;1;;
ID_7;9;A human; parent; parent;Il y en a à Marseille ?; Are there any in Marseille?;;;;;1;;
ID_7;9;A human; parent; child;Oui.; Yes.;;;;;1;1;1
ID_7;9;A human; parent; parent;La mer ?; The sea ?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Mais est-ce que c'est végétal ?; But is it plant-based?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent; Ah, c'est pas végétal.; Ah, it's not vegetable.;;;;;1;;
ID_7;9;A human; parent; parent;Ah non, je me suis perdu là.; Oh no, I got lost there.;;;;;1;;
ID_7;9;A human; parent; parent;Attends, c'est pas végétal, c'est pas animal.; Wait, it's not plant-based, it's not animal.;;;;;1;;
ID_7;9;A human; parent; child;{L'enfant hoche la tête}; {The child nods};;;;;1;1;0
ID_7;9;A human; parent; parent;Il y en a à Marseille ?; Are there any in Marseille?;;;;;1;;
ID_7;9;A human; parent; parent;C'est des trottoirs ?; Are these sidewalks?;;;;;;;
ID_7;9;A human; parent; child;Il y en a un à Marseille; There is one in Marseille;;;;;1;1;0
ID_7;9;A human; parent; parent;C'est un bâtiment ?; Is it a building?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent;C'est un club de foot ?; Is it a football club?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; child;C'est pas un objet, c'est pas..; It's not an object, it's not...;;;;;1;1;1
ID_7;9;A human; parent; parent; Mais un club de foot, c'est pas un objet.; But a football club is not an object.;;;;;1;;
ID_7;9;A human; parent; child;Ah bon ?; Ah good ?;;;;;;;
ID_7;9;A human; parent; parent;C'est quoi ?; It's what ?;;;;;;;
ID_7;9;A human; parent; parent;C'est un concept ?; Is it a concept?;;;;;;;
ID_7;9;A human; parent; parent;C'est un... Un concept, c'est compliqué.; It's a... A concept, it's complicated.;;;;;1;;
ID_7;9;A human; parent; parent;C'est... Attends... Il y en a un à Marseille ?; It's... Wait... Is there one in Marseille?;;;;;;;
ID_7;9;A human; parent; parent;Le Vieux-Port ?; The old Port ?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; child;Mais je crois bien qu'il y en a un, c'est pas sûr.; But I think there is one, it's not certain.;;;;;1;1;0
ID_7;9;A human; parent; parent;Ah, et il n'y en aurait qu'à Marseille il pourrait y en avoir à d'autres endroits ?; Ah, and there would only be some in Marseille, could there be some in other places?;;;;;1;;
ID_7;9;A human; parent; child;Il pourrait y en avoir à d'autres endroits;There could be some in other places;;;;;1;1;0
ID_7;9;A human; parent; parent; Vas-y donne moi un petit indice là s'il te plaît parce que là j'avance pas du tout.; Go ahead and give me a little hint please because I'm not making progress at all.;;;;;1;;
ID_7;9;A human; parent; child;C'est dans cette maison; It's in this house;;;;;1;1;1
ID_7;9;A human; parent; parent;Ah, et c'est pas un objet ?; Oh, and it's not an object?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent;C'est pas un objet, c'est dans cette maison ?; It's not an object, is it in this house?;;;;;1;;
ID_7;9;A human; parent; child;Et y'en a plein; And there are plenty;;;;;1;1;1
ID_7;9;A human; parent; parent;C'est de l'air ?; Is it air?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent;Des microbes ?; Microbes?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent;C'est genre des microbes ?; Are they like germs?;;;;;1;;
ID_7;9;A human; parent; parent;Enfin je suis dans le bon truc ?; Finally am I in the right thing?;;;;;;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent;De la poussière ?; Dust ?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent; Et il y en a plein !; And there are plenty of them!;;;;;1;;
ID_7;9;A human; parent; parent;Du bois ?; Wood?;;;;;1;;
ID_7;9;A human; parent; child;Non.; No.;;;;;1;1;1
ID_7;9;A human; parent; parent;Des lampes ?; Lamps?;;;;;1;;
ID_7;9;A human; parent; parent;Des lumières ?; Lights ?;;;;;1;;
ID_7;9;A human; parent; parent;De l'électricité ?; Electricity ?;;;;;1;;
ID_7;9;A human; parent; child;Non; No;;;;;1;1;1
ID_7;9;A human; parent; parent;Ah non mais là je... ; Oh no but here I...;;;;;;;
ID_7;9;A human; parent; child;C'est bon ?; It's good ?;;;;;;;
ID_7;9;A human; parent; parent;Là je donne ma langue au chat, ouais.; There I give my tongue to the cat, yeah.;;;;;;;
ID_7;9;A human; parent; child;Un humain.; A human.;;;;;1;1;1
ID_7;9;A human; parent; parent;Bah il n'y en a pas qu'à Marseille, c'est évident qu'il n'y en a pas qu'à Marseille.; Well, there aren't only ones in Marseille, it's obvious that there aren't only ones in Marseille.;;;;;;;
ID_7;9;A human; parent; parent;Et il y en a un à Marseille ?; And there is one in Marseille?;;;;;;;
ID_7;9;A human; parent; child;Bah quelques centaines; Well a few hundred;;;;;;;
ID_7;9;A human; parent; parent;Bah Marius, rien dans cette pièce, il y a quatre humains, Marius.; Well Marius, nothing in this room, there are four humans, Marius.;;;;;;;
ID_7;9;A human; parent; child;Je sais pas; I don't know;;;;;;;
ID_7;9;A human; parent; child; Bah lui t'es sur mon chambre, t'as de l'huisson, t'es de la même manière d'hortaire.;Well, you're in my room, you have access, you're in the same way.;;;;;;;
ID_7;9;A human; parent; parent;Mais non mais on est des humains.; But no, but we are humans.;;;;;;;
ID_7;9;A human; parent; child;Ah; Oh;;;;;;;
ID_7;9;A human; parent; parent;On est tous des humains là, et donc à Marseille y'a un million d'humains grosso modo, et sur la planète Terre y'en a à peu près 8 milliards.; We are all humans there, and so in Marseille there are roughly a million humans, and on planet Earth there are roughly 8 billion.;;;;;;;
ID_7;9;A human; parent; child;Oui, oui; Yes yes;;;;;;;
ID_7;9;A human; parent; parent;Tout ça c'est des humains.; These are all humans.;;;;;;;
ID_7;9;;; parent;Aïe aïe aïe aïe.; Ouch ouch ouch ouch.;;;;;;;
ID_7;9;A salad; child; parent;Ok c'est bon.; Okay that's good.;;;;;;;
ID_7;9;A salad; child; child;C'est un objet ?; Is it an object?;;;;;1;;
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;C'est un humain ?; Is he a human?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;C'est un animal ?; It's an animal ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Une fusée ?; A rocket ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Euh...; Uh...;;;;;1;;
ID_7;9;A salad; child; child;Est-ce qu'il y en a à la maison ?; Are there any at home?;;;;;1;1;1
ID_7;9;A salad; child; parent; Bah ce soir il y en a. Mais il n'y en a pas tout le temps.; Well this evening there is. But it's not there all the time.;;;;;1;;
ID_7;9;A salad; child; child;De la bière ?; Some beer ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; parent;Mais c'est pas mal.; But it's not bad.;;;;;1;;
ID_7;9;A salad; child; parent;T'es dans un domaine intéressant.; You're in an interesting field.;;;;;1;;
ID_7;9;A salad; child; child;Un téléphone ?; A phone ?;;;;;1;1;0
ID_7;9;A salad; child; parent;Non, avec la bière t'es dans un domaine intéressant.; No, with beer you're in an interesting area.;;;;;1;;
ID_7;9;A salad; child; parent;Et un téléphone, il y en a toujours un dans cette maison.; And there’s always one in this house.;;;;;1;;
ID_7;9;A salad; child; child;De l'eau ?; Some water ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Y'en a ce soir ?; Are there any this evening?;;;;;1;1;0
ID_7;9;A salad; child; parent; Ouais mais tu le sais pas, je pense qu'il y en a ce soir en fait.; Yeah but you don't know, I think there's some tonight actually.;;;;;1;;
ID_7;9;A salad; child; parent;Je pense que tu le sais pas.; I don't think you know that.;;;;;1;;
ID_7;9;A salad; child; child;Une pince ?; A pliers?;;;;;1;1;0
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Ah, bon.;Ah good.;;;;;;;
ID_7;9;A salad; child; child;{Indechiffrable}; {Indecipherable};;;;;;;
ID_7;9;A salad; child; parent;Non, mais en fait c'est quelque chose qui s'avale.; No, but in fact it is something that can be swallowed.;;;;;1;;
ID_7;9;A salad; child; parent;C'est dans ce sens là que t'es pas loin.; It’s in that sense that you’re not far away.;;;;;1;;
ID_7;9;A salad; child; parent;Avec la bière.; With the beer.;;;;;1;;
ID_7;9;A salad; child; child;C'est de la nourriture ?; Is this food?;;;;;1;1;1
ID_7;9;A salad; child; parent;Voilà, c'est de la nourriture.; There you go, it's food.;;;;;1;;
ID_7;9;A salad; child; child;Pomme noisette ?; Hazelnut apple?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Poireau ?; Leek ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; parent; Mais tu te rapproches.; But you're getting closer.;;;;;1;;
ID_7;9;A salad; child; child;Chou-fleur ?; Cauliflower?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; parent;Non mais me fais pas tous les légumes, pose des questions, pour essayer de compredre, je sais pas la couleur... ; No, but don't make me all the vegetables, ask questions, to try to understand, I don't know the color...;;;;;1;;
ID_7;9;A salad; child; child;Un légume ?; A vegetable ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Ouais, c'est un légume, oui.; Yeah, it's a vegetable, yes.;;;;;1;;
ID_7;9;A salad; child; child;Courgette ?; Zucchini ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;C'est vert ?; It's green ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Oui, c'est vert.; Yes, it's green.;;;;;1;;
ID_7;9;A salad; child; child;Concombre ?; Cucumber ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Poireau ?; Leek ?;;;;;1;1;0
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Chou-fleur ?; Cauliflower?;;;;;1;1;0
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;Chou de Bruxelles; Brussels sprouts;;;;;1;1;1
ID_7;9;A salad; child; parent;Chou-fleur c'est plutôt blanc.; Cauliflower is pretty white.;;;;;1;;
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; parent;Ça se mange froid.; It is eaten cold.;;;;;1;;
ID_7;9;A salad; child; child;Une salade de riz ?; A rice salad?;;;;;1;1;0
ID_7;9;A salad; child; parent; Un salade de riz, c'est pas un légume, mais... ; A rice salad is not a vegetable, but...;;;;;1;;
ID_7;9;A salad; child; child;Avocat; Lawyer;Avocado ;;;1;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; parent;Mais quand c'est pas de riz, ça peut être... J'essaie de t'aider là, t'as dit une salade de riz.; But when it's not rice, it can be... I'm trying to help you here, you said rice salad.;;;;;1;;
ID_7;9;A salad; child; child;Du riz vert... Non.; Green rice... No.;;;;;1;;
ID_7;9;A salad; child; parent;Non, un légume.; No, a vegetable.;;;;;1;;
ID_7;9;A salad; child; parent;Un légume vert qui se mange froid, cru,; A green vegetable that is eaten cold, raw,;;;;;1;;
ID_7;9;A salad; child; child;Est-ce qu'il y en a dans..;Is there any in...;;;;;;;
ID_7;9;A salad; child; parent; Oui, il y en a Marius, mais tu ne le verras pas et tu ne sais pas qu'il y en a. ; Yes, there is Marius, but you won't see it and you don't know that there is.;;;;;;;
ID_7;9;A salad; child; child;C'est petit ou gros ?; Is it small or big?;;;;;1;1;1
ID_7;9;A salad; child; parent;Il y en a des petits, il y en a des grosses, des petites et des grosses.; There are small ones, there are big ones, small ones and big ones.;;;;;1;;
ID_7;9;A salad; child; child;Pastèque; Watermelon;;;;;1;1;0
ID_7;9;A salad; child; parent;Non, Marius.; No, Marius.;;;;;1;;
ID_7;9;A salad; child; child;Un concombre ?; A cucumber ?;;;;;1;1;0
ID_7;9;A salad; child; parent;Non, tu me l'as déjà dit.; No, you already told me.;;;;;1;;
ID_7;9;A salad; child; parent;C'est composé de feuilles.; It's made up of leaves.;;;;;1;;
ID_7;9;A salad; child; child;La menthe ?; Mint ?;;;;;1;1;1
ID_7;9;A salad; child; parent;Non.; No.;;;;;1;;
ID_7;9;A salad; child; child;L'épinard ; Spinach;;;;;1;1;1
ID_7;9;A salad; child; parent; Non.; No.;;;;;1;;
ID_7;9;A salad; child; parent;Ça se mange froid, cru.; It is eaten cold, raw.;;;;;1;;
ID_7;9;A salad; child; parent;On met un peu d'huile d'olive, un peu de sel.; We add a little olive oil, a little salt.;;;;;1;;
ID_7;9;A salad; child; parent;Une salade.; A salad.;;;;;1;;
